date,state,district,pincode,bio_age_5_17,bio_age_17_
11-12-2025,Karnataka,Mandya,571415,5,4
11-12-2025,Karnataka,Mandya,571416,6,5
11-12-2025,Karnataka,Mandya,571417,1,2
11-12-2025,Karnataka,Mandya,571418,8,7
11-12-2025,Karnataka,Mandya,571421,2,3
11-12-2025,Karnataka,Mandya,571422,8,10
11-12-2025,Karnataka,Mandya,571425,0,7
11-12-2025,Karnataka,Mandya,571426,7,5
11-12-2025,Karnataka,Mandya,571432,5,11
11-12-2025,Karnataka,Mandya,571434,5,5
11-12-2025,Karnataka,Mandya,571446,5,2
11-12-2025,Karnataka,Mandya,571450,2,2
11-12-2025,Karnataka,Mandya,571476,1,0
11-12-2025,Karnataka,Mandya,571607,1,2
11-12-2025,Karnataka,Mandya,571812,2,7
11-12-2025,Karnataka,Mysore,570001,1,3
11-12-2025,Karnataka,Mysore,570010,0,10
11-12-2025,Karnataka,Mysore,570022,3,3
11-12-2025,Karnataka,Mysore,570023,2,1
11-12-2025,Karnataka,Mysore,571103,5,4
11-12-2025,Karnataka,Mysore,571105,9,16
11-12-2025,Karnataka,Mysore,571108,2,1
11-12-2025,Karnataka,Mysore,571129,2,6
11-12-2025,Karnataka,Mysore,571301,1,7
11-12-2025,Karnataka,Mysore,571311,1,5
11-12-2025,Karnataka,Mysore,571315,0,3
11-12-2025,Karnataka,Mysore,571316,0,2
11-12-2025,Karnataka,Mysore,571617,0,2
11-12-2025,Karnataka,Mysuru,570015,2,1
11-12-2025,Karnataka,Mysuru,571105,7,4
11-12-2025,Karnataka,Mysuru,571107,10,1
11-12-2025,Karnataka,Mysuru,571114,17,0
11-12-2025,Karnataka,Mysuru,571116,1,1
11-12-2025,Karnataka,Mysuru,571121,5,0
11-12-2025,Karnataka,Mysuru,571189,2,1
11-12-2025,Karnataka,Mysuru,571312,2,0
11-12-2025,Karnataka,Mysuru,571315,1,0
11-12-2025,Karnataka,Raichur,584102,22,13
11-12-2025,Karnataka,Raichur,584135,8,11
11-12-2025,Karnataka,Ramanagar,561101,0,2
11-12-2025,Karnataka,Ramanagar,562117,13,31
11-12-2025,Karnataka,Ramanagar,562121,2,4
11-12-2025,Karnataka,Ramanagar,562128,1,3
11-12-2025,Karnataka,Ramanagar,562161,1,2
11-12-2025,Karnataka,Shimoga,577202,0,3
11-12-2025,Karnataka,Shimoga,577204,1,4
11-12-2025,Karnataka,Shimoga,577216,0,3
11-12-2025,Karnataka,Shimoga,577222,1,3
11-12-2025,Karnataka,Shimoga,577227,0,6
11-12-2025,Karnataka,Shimoga,577301,3,8
11-12-2025,Karnataka,Shimoga,577412,0,2
11-12-2025,Karnataka,Shimoga,577427,1,13
11-12-2025,Karnataka,Shimoga,577432,0,1
11-12-2025,Karnataka,Shimoga,577433,0,2
11-12-2025,Karnataka,Shimoga,577450,1,0
11-12-2025,Karnataka,Shivamogga,577203,6,4
11-12-2025,Karnataka,Shivamogga,577204,3,1
11-12-2025,Karnataka,Shivamogga,577222,7,4
11-12-2025,Karnataka,Shivamogga,577226,1,0
11-12-2025,Karnataka,Shivamogga,577243,0,1
11-12-2025,Karnataka,Shivamogga,577417,1,1
11-12-2025,Karnataka,Shivamogga,577447,1,0
11-12-2025,Karnataka,Shivamogga,577450,2,0
11-12-2025,Karnataka,Tumakuru,572102,6,8
11-12-2025,Karnataka,Tumakuru,572111,1,0
11-12-2025,Karnataka,Tumakuru,572113,5,1
11-12-2025,Karnataka,Tumakuru,572121,1,0
11-12-2025,Karnataka,Tumakuru,572132,13,2
11-12-2025,Karnataka,Tumakuru,572135,0,2
11-12-2025,Karnataka,Tumakuru,572215,2,1
11-12-2025,Karnataka,Tumakuru,572220,0,1
11-12-2025,Karnataka,Tumakuru,572222,1,0
11-12-2025,Karnataka,Tumakuru,572223,1,0
11-12-2025,Karnataka,Tumkur,572105,0,1
11-12-2025,Karnataka,Tumkur,572107,4,7
11-12-2025,Karnataka,Tumkur,572116,1,0
11-12-2025,Karnataka,Tumkur,572122,2,0
11-12-2025,Karnataka,Tumkur,572128,1,7
11-12-2025,Karnataka,Tumkur,572134,1,0
11-12-2025,Karnataka,Tumkur,572139,3,9
11-12-2025,Karnataka,Tumkur,572141,1,5
11-12-2025,Karnataka,Tumkur,572211,1,2
11-12-2025,Karnataka,Tumkur,572219,0,2
11-12-2025,Karnataka,Udupi,574103,1,0
11-12-2025,Karnataka,Udupi,574110,0,1
11-12-2025,Karnataka,Udupi,574119,1,1
11-12-2025,Karnataka,Udupi,576113,3,0
11-12-2025,Karnataka,Udupi,576114,2,3
11-12-2025,Karnataka,Udupi,576216,2,0
11-12-2025,Karnataka,Udupi,576224,3,0
11-12-2025,Karnataka,Udupi,576231,3,0
11-12-2025,Karnataka,Udupi,576257,1,0
11-12-2025,Karnataka,Uttara Kannada,581121,0,2
11-12-2025,Karnataka,Uttara Kannada,581186,1,6
11-12-2025,Karnataka,Uttara Kannada,581301,2,2
11-12-2025,Karnataka,Uttara Kannada,581333,1,0
11-12-2025,Karnataka,Uttara Kannada,581337,1,0
11-12-2025,Karnataka,Uttara Kannada,581339,8,0
11-12-2025,Karnataka,Uttara Kannada,581343,9,4
11-12-2025,Karnataka,Uttara Kannada,581347,1,0
11-12-2025,Karnataka,Uttara Kannada,581349,12,9
11-12-2025,Karnataka,Uttara Kannada,581354,3,0
11-12-2025,Karnataka,Uttara Kannada,581360,1,0
11-12-2025,Karnataka,Uttara Kannada,581365,0,2
11-12-2025,Karnataka,Uttara Kannada,581400,1,1
11-12-2025,Karnataka,Uttara Kannada,581423,4,2
11-12-2025,Karnataka,Vijayanagara,583126,1,3
11-12-2025,Karnataka,Vijayanagara,583225,0,2
11-12-2025,Karnataka,Vijayapura,586102,10,0
11-12-2025,Karnataka,Vijayapura,586112,14,4
11-12-2025,Karnataka,Vijayapura,586118,4,3
11-12-2025,Karnataka,Vijayapura,586124,2,2
11-12-2025,Karnataka,Vijayapura,586127,8,3
11-12-2025,Karnataka,Vijayapura,586128,19,5
11-12-2025,Karnataka,Vijayapura,586202,7,3
11-12-2025,Karnataka,Vijayapura,586207,2,0
11-12-2025,Karnataka,Vijayapura,586212,2,1
11-12-2025,Karnataka,Vijayapura,586245,2,3
11-12-2025,Karnataka,Yadgir,585220,2,2
11-12-2025,Karnataka,Yadgir,585223,22,15
11-12-2025,Karnataka,Yadgir,585287,3,3
11-12-2025,Karnataka,Yadgir,585291,7,1
11-12-2025,Karnataka,Yadgir,585323,4,5
11-12-2025,Karnataka,yadgir,585216,1,2
11-12-2025,Karnataka,yadgir,585224,1,3
11-12-2025,Kerala,Alappuzha,688005,1,5
11-12-2025,Kerala,Alappuzha,688013,0,2
11-12-2025,Kerala,Alappuzha,688501,0,1
11-12-2025,Kerala,Alappuzha,688522,1,8
11-12-2025,Kerala,Alappuzha,688527,2,2
11-12-2025,Kerala,Alappuzha,688534,0,2
11-12-2025,Kerala,Alappuzha,688538,5,7
11-12-2025,Kerala,Alappuzha,688582,1,1
11-12-2025,Kerala,Alappuzha,689109,0,2
11-12-2025,Kerala,Alappuzha,689124,0,5
11-12-2025,Kerala,Alappuzha,689506,0,4
11-12-2025,Kerala,Alappuzha,689511,1,3
11-12-2025,Kerala,Alappuzha,689622,1,2
11-12-2025,Kerala,Alappuzha,689623,0,4
11-12-2025,Kerala,Alappuzha,689624,3,1
11-12-2025,Kerala,Alappuzha,690511,0,1
11-12-2025,Kerala,Alappuzha,690527,1,2
11-12-2025,Kerala,Alappuzha,690534,0,1
11-12-2025,Kerala,Alappuzha,690535,2,0
11-12-2025,Kerala,Alappuzha,690559,1,1
11-12-2025,Kerala,Ernakulam,682017,4,5
11-12-2025,Kerala,Ernakulam,682019,3,6
11-12-2025,Kerala,Ernakulam,682020,0,5
11-12-2025,Kerala,Ernakulam,682305,3,2
11-12-2025,Kerala,Ernakulam,682306,3,7
11-12-2025,Kerala,Ernakulam,682312,1,2
11-12-2025,Kerala,Ernakulam,682501,4,1
11-12-2025,Kerala,Ernakulam,682507,1,2
11-12-2025,Kerala,Ernakulam,682509,2,0
11-12-2025,Kerala,Ernakulam,683501,5,2
11-12-2025,Kerala,Ernakulam,683511,9,6
11-12-2025,Kerala,Ernakulam,683514,5,0
11-12-2025,Kerala,Ernakulam,683517,5,3
11-12-2025,Kerala,Ernakulam,683519,0,2
11-12-2025,Kerala,Ernakulam,683546,1,3
11-12-2025,Kerala,Ernakulam,683556,6,3
11-12-2025,Kerala,Ernakulam,683562,6,5
11-12-2025,Kerala,Ernakulam,683565,5,4
11-12-2025,Kerala,Ernakulam,683571,3,2
11-12-2025,Kerala,Ernakulam,683585,2,3
11-12-2025,Kerala,Ernakulam,683589,2,0
11-12-2025,Kerala,Ernakulam,686667,1,5
11-12-2025,Kerala,Ernakulam,686669,1,3
11-12-2025,Kerala,Ernakulam,686670,3,2
11-12-2025,Kerala,Ernakulam,686672,1,2
11-12-2025,Kerala,Idukki,685514,4,4
11-12-2025,Kerala,Idukki,685515,6,6
11-12-2025,Kerala,Idukki,685536,1,0
11-12-2025,Kerala,Idukki,685571,1,3
11-12-2025,Kerala,Idukki,685582,0,7
11-12-2025,Kerala,Idukki,685587,1,2
11-12-2025,Kerala,Idukki,685607,6,4
11-12-2025,Kerala,Idukki,685616,2,1
11-12-2025,Kerala,Kannur,670003,2,5
11-12-2025,Kerala,Kannur,670012,0,1
11-12-2025,Kerala,Kannur,670141,2,1
11-12-2025,Kerala,Kannur,670304,0,2
11-12-2025,Kerala,Kannur,670331,0,1
11-12-2025,Kerala,Kannur,670353,2,1
11-12-2025,Kerala,Kannur,670582,0,3
11-12-2025,Kerala,Kannur,670593,2,3
11-12-2025,Kerala,Kannur,670611,1,0
11-12-2025,Kerala,Kannur,670612,2,1
11-12-2025,Kerala,Kannur,670613,1,2
11-12-2025,Kerala,Kannur,670631,3,2
11-12-2025,Kerala,Kannur,670632,0,4
11-12-2025,Kerala,Kannur,670641,1,6
11-12-2025,Kerala,Kannur,670642,4,4
11-12-2025,Kerala,Kannur,670649,1,1
11-12-2025,Kerala,Kannur,670662,1,1
11-12-2025,Kerala,Kannur,670672,2,4
11-12-2025,Kerala,Kannur,670674,1,1
11-12-2025,Kerala,Kannur,670702,0,7
11-12-2025,Kerala,Kannur,673311,0,1
11-12-2025,Kerala,Kannur,673316,1,0
11-12-2025,Kerala,Kasaragod,671124,0,14
11-12-2025,Kerala,Kasaragod,671314,8,2
11-12-2025,Kerala,Kasaragod,671319,2,4
11-12-2025,Kerala,Kasaragod,671322,4,2
11-12-2025,Kerala,Kasaragod,671324,2,2
11-12-2025,Kerala,Kasaragod,671542,5,1
11-12-2025,Kerala,Kasaragod,671552,1,4
11-12-2025,Kerala,Kollam,690518,0,2
11-12-2025,Kerala,Kollam,690536,4,3
11-12-2025,Kerala,Kollam,690540,1,2
11-12-2025,Kerala,Kollam,690544,2,2
11-12-2025,Kerala,Kollam,691009,0,4
11-12-2025,Kerala,Kollam,691021,0,3
11-12-2025,Kerala,Kollam,691302,1,9
11-12-2025,Kerala,Kollam,691304,0,1
11-12-2025,Kerala,Kollam,691310,4,8
11-12-2025,Kerala,Kollam,691322,0,2
11-12-2025,Kerala,Kollam,691502,2,4
11-12-2025,Kerala,Kollam,691503,4,3
11-12-2025,Kerala,Kollam,691511,3,5
11-12-2025,Kerala,Kollam,691516,3,3
11-12-2025,Kerala,Kollam,691543,1,2
11-12-2025,Kerala,Kollam,691552,2,0
11-12-2025,Kerala,Kollam,691557,3,2
11-12-2025,Kerala,Kollam,691583,10,14
11-12-2025,Kerala,Kollam,691602,1,3
11-12-2025,Kerala,Kottayam,686006,0,2
11-12-2025,Kerala,Kottayam,686009,0,1
11-12-2025,Kerala,Kottayam,686011,3,8
11-12-2025,Kerala,Kottayam,686018,0,2
11-12-2025,Kerala,Kottayam,686101,4,4
11-12-2025,Kerala,Kottayam,686123,0,1
11-12-2025,Kerala,Kottayam,686509,0,3
11-12-2025,Kerala,Kottayam,686522,2,0
11-12-2025,Kerala,Kottayam,686544,0,1
11-12-2025,Kerala,Kottayam,686564,4,2
11-12-2025,Kerala,Kottayam,686576,3,2
11-12-2025,Kerala,Kottayam,686583,0,2
11-12-2025,Kerala,Kottayam,686602,0,3
11-12-2025,Kerala,Kottayam,686604,0,4
11-12-2025,Kerala,Kottayam,686636,1,4
11-12-2025,Kerala,Kottayam,686637,0,4
11-12-2025,Kerala,Kottayam,686652,0,3
11-12-2025,Kerala,Kozhikode,673015,3,2
11-12-2025,Kerala,Kozhikode,673019,8,7
11-12-2025,Kerala,Kozhikode,673103,4,6
11-12-2025,Kerala,Kozhikode,673303,0,2
11-12-2025,Kerala,Kozhikode,673328,1,0
11-12-2025,Kerala,Kozhikode,673501,1,1
11-12-2025,Kerala,Kozhikode,673508,1,1
11-12-2025,Kerala,Kozhikode,673522,3,2
11-12-2025,Kerala,Kozhikode,673528,1,2
11-12-2025,Kerala,Kozhikode,673541,5,4
11-12-2025,Kerala,Kozhikode,673570,1,0
11-12-2025,Kerala,Kozhikode,673574,3,2
11-12-2025,Kerala,Kozhikode,673611,5,4
11-12-2025,Kerala,Kozhikode,673612,7,8
11-12-2025,Kerala,Kozhikode,673633,2,4
11-12-2025,Kerala,Malappuram,673314,0,3
11-12-2025,Kerala,Malappuram,673633,2,5
11-12-2025,Kerala,Malappuram,673636,5,8
11-12-2025,Kerala,Malappuram,673640,0,1
11-12-2025,Kerala,Malappuram,673647,1,0
11-12-2025,Kerala,Malappuram,676123,9,18
11-12-2025,Kerala,Malappuram,676304,21,21
11-12-2025,Kerala,Malappuram,676506,2,6
11-12-2025,Kerala,Malappuram,676528,2,3
11-12-2025,Kerala,Malappuram,676542,8,0
11-12-2025,Kerala,Malappuram,679322,3,8
11-12-2025,Kerala,Malappuram,679332,3,4
11-12-2025,Kerala,Malappuram,679341,0,1
11-12-2025,Kerala,Malappuram,679574,1,0
11-12-2025,Kerala,Malappuram,679576,6,5
11-12-2025,Kerala,Malappuram,679581,1,0
11-12-2025,Kerala,Malappuram,679582,1,0
11-12-2025,Kerala,Malappuram,679586,0,7
11-12-2025,Kerala,Malappuram,679587,0,2
11-12-2025,Kerala,Palakkad,678003,1,1
11-12-2025,Kerala,Palakkad,678556,0,1
11-12-2025,Kerala,Palakkad,678581,1,6
11-12-2025,Kerala,Palakkad,678597,1,0
11-12-2025,Kerala,Palakkad,678601,4,8
11-12-2025,Kerala,Palakkad,678612,0,1
11-12-2025,Kerala,Palakkad,678632,0,3
11-12-2025,Kerala,Palakkad,678633,2,1
11-12-2025,Kerala,Palakkad,678642,2,0
11-12-2025,Kerala,Palakkad,678684,0,2
11-12-2025,Kerala,Palakkad,678686,1,1
11-12-2025,Kerala,Palakkad,678701,4,0
11-12-2025,Kerala,Palakkad,678704,0,2
11-12-2025,Kerala,Palakkad,678732,2,0
11-12-2025,Kerala,Palakkad,679552,5,3
11-12-2025,Kerala,Pathanamthitta,686511,0,1
11-12-2025,Kerala,Pathanamthitta,689105,0,1
11-12-2025,Kerala,Pathanamthitta,689112,3,0
11-12-2025,Kerala,Pathanamthitta,689584,3,0
11-12-2025,Kerala,Pathanamthitta,689591,1,2
11-12-2025,Kerala,Pathanamthitta,689613,0,1
11-12-2025,Kerala,Pathanamthitta,689615,0,1
11-12-2025,Kerala,Pathanamthitta,689626,1,3
11-12-2025,Kerala,Pathanamthitta,689643,2,3
11-12-2025,Kerala,Pathanamthitta,689647,16,5
11-12-2025,Kerala,Pathanamthitta,689662,1,2
11-12-2025,Kerala,Pathanamthitta,689673,0,1
11-12-2025,Kerala,Pathanamthitta,689694,2,2
11-12-2025,Kerala,Pathanamthitta,690504,1,0
11-12-2025,Kerala,Thiruvananthapuram,695003,5,3
11-12-2025,Kerala,Thiruvananthapuram,695006,3,3
11-12-2025,Kerala,Thiruvananthapuram,695008,3,7
11-12-2025,Kerala,Thiruvananthapuram,695025,1,2
11-12-2025,Kerala,Thiruvananthapuram,695027,1,6
11-12-2025,Kerala,Thiruvananthapuram,695030,0,2
11-12-2025,Kerala,Thiruvananthapuram,695035,2,3
11-12-2025,Kerala,Thiruvananthapuram,695043,9,3
11-12-2025,Kerala,Thiruvananthapuram,695101,1,2
11-12-2025,Kerala,Thiruvananthapuram,695123,7,3
11-12-2025,Kerala,Thiruvananthapuram,695133,0,3
11-12-2025,Kerala,Thiruvananthapuram,695303,0,6
11-12-2025,Kerala,Thiruvananthapuram,695306,3,3
11-12-2025,Kerala,Thiruvananthapuram,695311,5,8
11-12-2025,Kerala,Thiruvananthapuram,695312,1,1
11-12-2025,Kerala,Thiruvananthapuram,695318,0,2
11-12-2025,Kerala,Thiruvananthapuram,695501,4,8
11-12-2025,Kerala,Thiruvananthapuram,695504,3,1
11-12-2025,Kerala,Thiruvananthapuram,695561,0,1
11-12-2025,Kerala,Thiruvananthapuram,695571,6,6
11-12-2025,Kerala,Thiruvananthapuram,695572,5,5
11-12-2025,Kerala,Thiruvananthapuram,695575,0,2
11-12-2025,Kerala,Thiruvananthapuram,695601,5,4
11-12-2025,Kerala,Thiruvananthapuram,695602,2,5
11-12-2025,Kerala,Thiruvananthapuram,695603,3,5
11-12-2025,Kerala,Thiruvananthapuram,695609,4,10
11-12-2025,Kerala,Thiruvananthapuram,695611,4,3
11-12-2025,Kerala,Thrissur,679531,0,4
11-12-2025,Kerala,Thrissur,679564,0,1
11-12-2025,Kerala,Thrissur,680002,0,1
11-12-2025,Kerala,Thrissur,680012,2,2
11-12-2025,Kerala,Thrissur,680125,0,1
11-12-2025,Kerala,Thrissur,680305,0,1
11-12-2025,Kerala,Thrissur,680308,3,9
11-12-2025,Kerala,Thrissur,680501,3,2
11-12-2025,Kerala,Thrissur,680506,8,5
11-12-2025,Kerala,Thrissur,680507,1,7
11-12-2025,Kerala,Thrissur,680516,0,2
11-12-2025,Kerala,Thrissur,680521,1,2
11-12-2025,Kerala,Thrissur,680523,2,1
11-12-2025,Kerala,Thrissur,680552,1,0
11-12-2025,Kerala,Thrissur,680561,2,0
11-12-2025,Kerala,Thrissur,680591,0,1
11-12-2025,Kerala,Thrissur,680596,1,0
11-12-2025,Kerala,Thrissur,680615,1,0
11-12-2025,Kerala,Thrissur,680620,0,1
11-12-2025,Kerala,Thrissur,680623,2,0
11-12-2025,Kerala,Thrissur,680642,0,1
11-12-2025,Kerala,Thrissur,680651,0,1
11-12-2025,Kerala,Thrissur,680662,3,0
11-12-2025,Kerala,Thrissur,680664,2,2
11-12-2025,Kerala,Thrissur,680666,5,7
11-12-2025,Kerala,Thrissur,680668,1,3
11-12-2025,Kerala,Thrissur,680670,2,1
11-12-2025,Kerala,Thrissur,680671,3,9
11-12-2025,Kerala,Thrissur,680681,2,5
11-12-2025,Kerala,Thrissur,680686,0,2
11-12-2025,Kerala,Thrissur,680697,2,0
11-12-2025,Kerala,Thrissur,680699,1,0
11-12-2025,Kerala,Thrissur,680712,1,2
11-12-2025,Kerala,Thrissur,680724,0,1
11-12-2025,Kerala,Thrissur,680741,2,1
11-12-2025,Kerala,Wayanad,670644,1,1
11-12-2025,Kerala,Wayanad,670645,7,8
11-12-2025,Kerala,Wayanad,670646,1,4
11-12-2025,Kerala,Wayanad,670731,1,2
11-12-2025,Kerala,Wayanad,673123,1,5
11-12-2025,Kerala,Wayanad,673581,0,2
11-12-2025,Ladakh,Leh,194104,2,0
11-12-2025,Ladakh,Leh,194106,0,4
11-12-2025,Ladakh,Leh,194404,1,2
11-12-2025,Lakshadweep,Lakshadweep,682552,3,6
11-12-2025,Lakshadweep,Lakshadweep,682553,2,2
11-12-2025,Madhya Pradesh,Anuppur,484117,1,0
11-12-2025,Madhya Pradesh,Anuppur,484224,18,31
11-12-2025,Madhya Pradesh,Anuppur,484330,5,21
11-12-2025,Madhya Pradesh,Anuppur,484336,4,6
11-12-2025,Madhya Pradesh,Anuppur,484446,3,13
11-12-2025,Madhya Pradesh,Ashok Nagar,473330,11,10
11-12-2025,Madhya Pradesh,Ashok Nagar,473331,30,30
11-12-2025,Madhya Pradesh,Ashok Nagar,473335,13,21
11-12-2025,Madhya Pradesh,Balaghat,481105,34,13
11-12-2025,Madhya Pradesh,Balaghat,481116,31,7
11-12-2025,Madhya Pradesh,Balaghat,481331,134,27
11-12-2025,Madhya Pradesh,Balaghat,481445,56,11
11-12-2025,Madhya Pradesh,Balaghat,481449,67,14
11-12-2025,Madhya Pradesh,Barwani,450661,1,0
11-12-2025,Madhya Pradesh,Barwani,451551,61,53
11-12-2025,Madhya Pradesh,Barwani,451660,16,18
11-12-2025,Madhya Pradesh,Barwani,451666,62,86
11-12-2025,Madhya Pradesh,Barwani,451770,18,10
11-12-2025,Madhya Pradesh,Betul,460004,6,5
11-12-2025,Madhya Pradesh,Betul,460440,13,25
11-12-2025,Madhya Pradesh,Betul,460665,3,7
11-12-2025,Madhya Pradesh,Betul,460668,5,11
11-12-2025,Madhya Pradesh,Bhind,477117,4,11
11-12-2025,Madhya Pradesh,Bhind,477227,5,5
11-12-2025,Madhya Pradesh,Bhind,477332,3,7
11-12-2025,Madhya Pradesh,Bhind,477447,10,8
11-12-2025,Madhya Pradesh,Bhopal,462018,1,1
11-12-2025,Madhya Pradesh,Bhopal,462039,8,3
11-12-2025,Madhya Pradesh,Bhopal,462045,1,0
11-12-2025,Madhya Pradesh,Burhanpur,450221,17,9
11-12-2025,Madhya Pradesh,Burhanpur,450445,46,26
11-12-2025,Madhya Pradesh,Chhatarpur,471311,16,17
11-12-2025,Madhya Pradesh,Chhatarpur,471313,16,23
11-12-2025,Madhya Pradesh,Chhatarpur,471408,11,9
11-12-2025,Madhya Pradesh,Chhatarpur,471411,11,10
11-12-2025,Madhya Pradesh,Chhindwara,480105,12,6
11-12-2025,Madhya Pradesh,Chhindwara,480108,41,16
11-12-2025,Madhya Pradesh,Chhindwara,480109,7,7
11-12-2025,Madhya Pradesh,Chhindwara,480110,5,12
11-12-2025,Madhya Pradesh,Chhindwara,480334,125,36
11-12-2025,Madhya Pradesh,Chhindwara,480555,2,3
11-12-2025,Madhya Pradesh,Chhindwara,480557,10,9
11-12-2025,Madhya Pradesh,Damoh,470666,23,46
11-12-2025,Madhya Pradesh,Damoh,470675,12,16
11-12-2025,Madhya Pradesh,Datia,475682,6,12
11-12-2025,Madhya Pradesh,Datia,475685,4,3
11-12-2025,Madhya Pradesh,Dewas,455116,15,23
11-12-2025,Madhya Pradesh,Dewas,455221,1,8
11-12-2025,Madhya Pradesh,Dewas,455336,28,44
11-12-2025,Madhya Pradesh,Dewas,455440,12,13
11-12-2025,Madhya Pradesh,Dhar,453661,3,0
11-12-2025,Madhya Pradesh,Dhar,454345,0,1
11-12-2025,Madhya Pradesh,Dhar,454446,30,48
11-12-2025,Madhya Pradesh,Dhar,454449,9,13
11-12-2025,Madhya Pradesh,Dindori,481879,11,27
11-12-2025,Madhya Pradesh,Dindori,481884,14,11
11-12-2025,Madhya Pradesh,East Nimar,450051,1,7
11-12-2025,Madhya Pradesh,East Nimar,450554,0,2
11-12-2025,Madhya Pradesh,East Nimar,450991,1,5
11-12-2025,Madhya Pradesh,East Nimar,451115,3,3
11-12-2025,Madhya Pradesh,Guna,473001,59,73
11-12-2025,Madhya Pradesh,Guna,473101,15,22
11-12-2025,Madhya Pradesh,Guna,473105,26,38
11-12-2025,Madhya Pradesh,Guna,473111,2,6
11-12-2025,Madhya Pradesh,Guna,473249,1,3
11-12-2025,Madhya Pradesh,Gwalior,474005,17,4
11-12-2025,Madhya Pradesh,Gwalior,474006,33,27
11-12-2025,Madhya Pradesh,Gwalior,474009,8,5
11-12-2025,Madhya Pradesh,Gwalior,475115,3,6
11-12-2025,Madhya Pradesh,Gwalior,475330,7,10
11-12-2025,Madhya Pradesh,Harda,461331,26,42
11-12-2025,Madhya Pradesh,Harda *,461228,3,8
11-12-2025,Madhya Pradesh,Harda *,461251,1,2
11-12-2025,Madhya Pradesh,Hoshangabad,461122,1,3
11-12-2025,Madhya Pradesh,Hoshangabad,461661,13,27
11-12-2025,Madhya Pradesh,Hoshangabad,461772,0,1
11-12-2025,Madhya Pradesh,Hoshangabad,461881,1,3
11-12-2025,Madhya Pradesh,Indore,452001,119,123
11-12-2025,Madhya Pradesh,Indore,452002,50,64
11-12-2025,Madhya Pradesh,Indore,452010,179,98
11-12-2025,Madhya Pradesh,Indore,453332,4,0
11-12-2025,Madhya Pradesh,Indore,453771,18,17
11-12-2025,Madhya Pradesh,Jabalpur,482007,4,2
11-12-2025,Madhya Pradesh,Jabalpur,482051,3,16
11-12-2025,Madhya Pradesh,Jabalpur,483113,14,21
11-12-2025,Madhya Pradesh,Jabalpur,483225,29,21
11-12-2025,Madhya Pradesh,Katni,483330,21,12
11-12-2025,Madhya Pradesh,Khandwa,450051,3,3
11-12-2025,Madhya Pradesh,Khandwa,450119,0,1
11-12-2025,Madhya Pradesh,Khandwa,450551,9,3
11-12-2025,Madhya Pradesh,Khandwa,450554,2,0
11-12-2025,Madhya Pradesh,Khandwa,450661,15,18
11-12-2025,Madhya Pradesh,Khandwa,451115,8,4
11-12-2025,Madhya Pradesh,Khargone,450551,4,9
11-12-2025,Madhya Pradesh,Khargone,451113,9,17
11-12-2025,Madhya Pradesh,Khargone,451440,4,12
11-12-2025,Madhya Pradesh,Khargone,451442,6,4
11-12-2025,Madhya Pradesh,Khargone,451881,1,0
11-12-2025,Madhya Pradesh,Mandla,481768,12,8
11-12-2025,Madhya Pradesh,Mandla,481882,0,1
11-12-2025,Madhya Pradesh,Mandla,481995,9,14
11-12-2025,Madhya Pradesh,Mandsaur,458771,0,1
11-12-2025,Madhya Pradesh,Mandsaur,458883,11,15
11-12-2025,Madhya Pradesh,Morena,476554,14,10
11-12-2025,Madhya Pradesh,Narmadapuram,461111,1,4
11-12-2025,Madhya Pradesh,Narsimhapur,487114,1,1
11-12-2025,Madhya Pradesh,Narsimhapur,487221,3,5
11-12-2025,Madhya Pradesh,Narsimhapur,487334,0,1
11-12-2025,Madhya Pradesh,Narsimhapur,487551,3,8
11-12-2025,Madhya Pradesh,Narsinghpur,487118,28,22
11-12-2025,Madhya Pradesh,Narsinghpur,487771,4,4
11-12-2025,Madhya Pradesh,Neemuch,458228,9,2
11-12-2025,Madhya Pradesh,Neemuch,458468,1,0
11-12-2025,Madhya Pradesh,Niwari,472337,0,1
11-12-2025,Madhya Pradesh,Panna,488001,16,30
11-12-2025,Madhya Pradesh,Panna,488222,15,13
11-12-2025,Madhya Pradesh,Panna,488441,20,16
11-12-2025,Madhya Pradesh,Panna,488448,16,17
11-12-2025,Madhya Pradesh,Raisen,464665,16,9
11-12-2025,Madhya Pradesh,Raisen,464776,1,7
11-12-2025,Madhya Pradesh,Raisen,464886,16,25
11-12-2025,Madhya Pradesh,Rajgarh,465667,15,20
11-12-2025,Madhya Pradesh,Rajgarh,465680,5,9
11-12-2025,Madhya Pradesh,Rajgarh,465687,15,23
11-12-2025,Madhya Pradesh,Rajgarh,465689,13,21
11-12-2025,Madhya Pradesh,Ratlam,457339,28,8
11-12-2025,Madhya Pradesh,Ratlam,457550,86,12
11-12-2025,Madhya Pradesh,Ratlam,457555,108,33
11-12-2025,Madhya Pradesh,Rewa,486001,22,39
11-12-2025,Madhya Pradesh,Rewa,486002,2,3
11-12-2025,Madhya Pradesh,Rewa,486117,15,17
11-12-2025,Madhya Pradesh,Rewa,486335,25,28
11-12-2025,Madhya Pradesh,Rewa,486341,3,4
11-12-2025,Madhya Pradesh,Rewa,486440,3,7
11-12-2025,Madhya Pradesh,Rewa,486441,15,18
11-12-2025,Madhya Pradesh,Sagar,470113,62,42
11-12-2025,Madhya Pradesh,Sagar,470125,10,5
11-12-2025,Madhya Pradesh,Sagar,470221,4,1
